,parti,abstention,contre,pour,vote_uid
3,Mouvement Démocrate,0.0,0.0,10.0,VTANR5L15V2983
4,Parti communiste français,0.0,2.0,0.0,VTANR5L15V2983
5,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V2983
6,Parti socialiste,0.0,2.0,0.0,VTANR5L15V2983
7,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V2983
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V2850
1,La France Insoumise,0.0,2.0,0.0,VTANR5L15V2850
2,La République en Marche,3.0,31.0,9.0,VTANR5L15V2850
3,Les Républicains,0.0,0.0,15.0,VTANR5L15V2850
4,Mouvement Démocrate,0.0,9.0,0.0,VTANR5L15V2850
5,Parti socialiste,0.0,2.0,0.0,VTANR5L15V2850
6,Rassemblement national,0.0,0.0,2.0,VTANR5L15V2850
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V1586
1,La République en Marche,0.0,0.0,96.0,VTANR5L15V1586
2,Les Républicains,0.0,22.0,0.0,VTANR5L15V1586
3,Mouvement Démocrate,0.0,2.0,12.0,VTANR5L15V1586
4,Non rattaché,0.0,0.0,1.0,VTANR5L15V1586
5,Non rattachée,0.0,0.0,1.0,VTANR5L15V1586
6,Parti communiste français,0.0,5.0,0.0,VTANR5L15V1586
7,Parti radical de gauche,0.0,1.0,0.0,VTANR5L15V1586
8,Parti socialiste,0.0,7.0,0.0,VTANR5L15V1586
9,Rassemblement national,0.0,2.0,0.0,VTANR5L15V1586
10,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1586
11,"Union des démocrates, radicaux et libéraux",0.0,2.0,1.0,VTANR5L15V1586
0,La France Insoumise,0.0,0.0,5.0,VTANR5L15V2625
1,La République en Marche,0.0,46.0,0.0,VTANR5L15V2625
2,Les Républicains,10.0,0.0,2.0,VTANR5L15V2625
3,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V2625
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V2625
5,Parti radical de gauche,2.0,0.0,0.0,VTANR5L15V2625
6,Parti socialiste,0.0,0.0,1.0,VTANR5L15V2625
0,Debout la France,0.0,0.0,1.0,VTANR5L15V1407
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V1407
2,La République en Marche,0.0,0.0,38.0,VTANR5L15V1407
3,Les Républicains,0.0,0.0,14.0,VTANR5L15V1407
4,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V1407
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1407
6,Parti socialiste,0.0,0.0,4.0,VTANR5L15V1407
7,Rassemblement national,0.0,0.0,2.0,VTANR5L15V1407
0,La République en Marche,2.0,16.0,4.0,VTANR5L15V905
1,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V905
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V2302
1,La République en Marche,0.0,0.0,29.0,VTANR5L15V2302
2,Les Républicains,0.0,0.0,6.0,VTANR5L15V2302
3,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V2302
4,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2302
5,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V2302
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V1157
1,La République en Marche,0.0,16.0,3.0,VTANR5L15V1157
2,Les Républicains,0.0,3.0,0.0,VTANR5L15V1157
3,Mouvement Démocrate,0.0,0.0,1.0,VTANR5L15V1157
4,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1157
0,La République en Marche,0.0,20.0,0.0,VTANR5L15V1968
1,Les Républicains,0.0,0.0,14.0,VTANR5L15V1968
2,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V1968
3,Parti socialiste,1.0,0.0,0.0,VTANR5L15V1968
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V2745
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2745
2,Debout la France,0.0,0.0,2.0,VTANR5L15V2745
3,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2745
4,La France Insoumise,0.0,0.0,17.0,VTANR5L15V2745
5,La République en Marche,0.0,0.0,283.0,VTANR5L15V2745
6,Les Républicains,0.0,0.0,89.0,VTANR5L15V2745
7,Mouvement Démocrate,0.0,0.0,50.0,VTANR5L15V2745
8,Non déclaré(s),0.0,0.0,1.0,VTANR5L15V2745
9,Non rattaché,0.0,0.0,1.0,VTANR5L15V2745
10,Non rattachée,0.0,0.0,2.0,VTANR5L15V2745
11,Parti communiste français,0.0,0.0,15.0,VTANR5L15V2745
12,Parti progressiste martiniquais,0.0,0.0,3.0,VTANR5L15V2745
13,Parti radical de gauche,0.0,0.0,3.0,VTANR5L15V2745
14,Parti socialiste,0.0,0.0,22.0,VTANR5L15V2745
15,Rassemblement national,0.0,0.0,5.0,VTANR5L15V2745
16,Régions et peuples solidaires,0.0,0.0,9.0,VTANR5L15V2745
17,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V2745
18,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,0.0,1.0,VTANR5L15V2745
19,"Union des démocrates, radicaux et libéraux",0.0,0.0,18.0,VTANR5L15V2745
0,La République en Marche,0.0,80.0,0.0,VTANR5L15V2390
1,Les Républicains,0.0,0.0,27.0,VTANR5L15V2390
2,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V2390
3,Non rattachée,0.0,0.0,1.0,VTANR5L15V2390
4,Parti communiste français,0.0,0.0,8.0,VTANR5L15V2390
5,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2390
6,Parti socialiste,0.0,0.0,5.0,VTANR5L15V2390
7,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2390
8,Régions et peuples solidaires,0.0,0.0,5.0,VTANR5L15V2390
0,La République en Marche,0.0,0.0,42.0,VTANR5L15V1855
1,Les Républicains,0.0,0.0,1.0,VTANR5L15V1855
2,Mouvement Démocrate,0.0,0.0,24.0,VTANR5L15V1855
3,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V1855
4,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1855
5,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V1855
6,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1855
0,Debout la France,0.0,0.0,1.0,VTANR5L15V29
1,La France Insoumise,0.0,0.0,12.0,VTANR5L15V29
2,La République en Marche,0.0,127.0,0.0,VTANR5L15V29
3,Les Républicains,0.0,2.0,0.0,VTANR5L15V29
4,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V29
5,Non rattaché,0.0,1.0,0.0,VTANR5L15V29
6,Non rattachée,0.0,1.0,0.0,VTANR5L15V29
7,Parti communiste français,0.0,0.0,4.0,VTANR5L15V29
8,Parti socialiste,0.0,0.0,2.0,VTANR5L15V29
9,Régions et peuples solidaires,0.0,1.0,3.0,VTANR5L15V29
0,Debout la France,1.0,0.0,0.0,VTANR5L15V976
1,La République en Marche,0.0,47.0,0.0,VTANR5L15V976
2,Les Républicains,10.0,0.0,0.0,VTANR5L15V976
3,Mouvement Démocrate,0.0,8.0,0.0,VTANR5L15V976
4,Parti communiste français,0.0,0.0,5.0,VTANR5L15V976
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V976
6,Parti socialiste,0.0,0.0,11.0,VTANR5L15V976
7,Rassemblement national,1.0,0.0,0.0,VTANR5L15V976
8,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V976
0,La France Insoumise,2.0,0.0,0.0,VTANR5L15V1338
1,La République en Marche,0.0,0.0,49.0,VTANR5L15V1338
2,Les Républicains,5.0,0.0,0.0,VTANR5L15V1338
3,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V1338
4,Non rattaché,0.0,0.0,1.0,VTANR5L15V1338
5,Parti communiste français,2.0,0.0,0.0,VTANR5L15V1338
6,Parti socialiste,0.0,0.0,1.0,VTANR5L15V1338
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1338
0,La République en Marche,3.0,52.0,0.0,VTANR5L15V1789
1,Les Républicains,0.0,4.0,3.0,VTANR5L15V1789
2,Mouvement Démocrate,2.0,3.0,0.0,VTANR5L15V1789
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1789
4,Parti radical de gauche,0.0,1.0,0.0,VTANR5L15V1789
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V1789
6,Régions et peuples solidaires,0.0,1.0,1.0,VTANR5L15V1789
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,3.0,VTANR5L15V1789
0,La France Insoumise,0.0,3.0,0.0,VTANR5L15V827
1,La République en Marche,0.0,70.0,0.0,VTANR5L15V827
2,Les Républicains,0.0,0.0,14.0,VTANR5L15V827
3,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V827
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V827
5,Parti communiste français,0.0,4.0,0.0,VTANR5L15V827
6,Parti socialiste,0.0,1.0,2.0,VTANR5L15V827
0,La France Insoumise,0.0,4.0,0.0,VTANR5L15V3000
1,La République en Marche,0.0,66.0,2.0,VTANR5L15V3000
2,Les Républicains,0.0,0.0,21.0,VTANR5L15V3000
3,Mouvement Démocrate,0.0,1.0,3.0,VTANR5L15V3000
4,Parti communiste français,0.0,4.0,0.0,VTANR5L15V3000
5,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V3000
6,Parti radical de gauche,0.0,1.0,0.0,VTANR5L15V3000
7,Parti socialiste,0.0,7.0,0.0,VTANR5L15V3000
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V3000
9,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V3000
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V3000
0,La France Insoumise,0.0,6.0,0.0,VTANR5L15V196
1,La République en Marche,3.0,46.0,0.0,VTANR5L15V196
2,Les Républicains,0.0,0.0,5.0,VTANR5L15V196
3,Mouvement Démocrate,0.0,6.0,1.0,VTANR5L15V196
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V196
5,Parti socialiste,0.0,2.0,0.0,VTANR5L15V196
6,Rassemblement national,0.0,0.0,2.0,VTANR5L15V196
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,4.0,VTANR5L15V196
0,La République en Marche,0.0,31.0,0.0,VTANR5L15V2350
1,Les Républicains,3.0,0.0,3.0,VTANR5L15V2350
2,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V2350
3,Parti socialiste,2.0,0.0,0.0,VTANR5L15V2350
4,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V2350
5,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2350
0,La République en Marche,0.0,0.0,35.0,VTANR5L15V989
1,Les Républicains,16.0,0.0,0.0,VTANR5L15V989
2,Mouvement Démocrate,1.0,0.0,3.0,VTANR5L15V989
3,"Union des démocrates, radicaux et libéraux",3.0,0.0,0.0,VTANR5L15V989
0,La République en Marche,0.0,24.0,0.0,VTANR5L15V1948
1,Les Républicains,0.0,2.0,0.0,VTANR5L15V1948
2,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V1948
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1948
4,Parti socialiste,0.0,0.0,1.0,VTANR5L15V1948
0,La République en Marche,0.0,19.0,1.0,VTANR5L15V1748
1,Les Républicains,0.0,3.0,0.0,VTANR5L15V1748
2,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V1748
3,Non rattachée,0.0,1.0,0.0,VTANR5L15V1748
4,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V1748
5,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V1748
0,La République en Marche,0.0,0.0,15.0,VTANR5L15V1961
1,Les Républicains,0.0,0.0,3.0,VTANR5L15V1961
0,Debout la France,0.0,0.0,2.0,VTANR5L15V2901
1,La République en Marche,2.0,26.0,2.0,VTANR5L15V2901
2,Les Républicains,0.0,0.0,4.0,VTANR5L15V2901
3,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V2901
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2901
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2901
6,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2901
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2901
0,Debout la France,1.0,0.0,0.0,VTANR5L15V2510
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2510
2,La République en Marche,0.0,66.0,0.0,VTANR5L15V2510
3,Les Républicains,0.0,0.0,9.0,VTANR5L15V2510
4,Mouvement Démocrate,0.0,16.0,0.0,VTANR5L15V2510
5,Parti communiste français,0.0,0.0,5.0,VTANR5L15V2510
6,Parti socialiste,0.0,0.0,6.0,VTANR5L15V2510
7,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V2510
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V1724
1,La République en Marche,0.0,0.0,31.0,VTANR5L15V1724
2,Les Républicains,6.0,2.0,0.0,VTANR5L15V1724
3,Mouvement Démocrate,0.0,0.0,3.0,VTANR5L15V1724
4,Parti communiste français,0.0,4.0,0.0,VTANR5L15V1724
5,Parti radical de gauche,1.0,1.0,0.0,VTANR5L15V1724
6,Régions et peuples solidaires,0.0,5.0,0.0,VTANR5L15V1724
7,"Union des démocrates, radicaux et libéraux",1.0,0.0,1.0,VTANR5L15V1724
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V723
1,La République en Marche,3.0,77.0,0.0,VTANR5L15V723
2,Les Républicains,7.0,0.0,16.0,VTANR5L15V723
3,Mouvement Démocrate,0.0,8.0,1.0,VTANR5L15V723
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V723
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V723
6,Parti radical de gauche,0.0,0.0,3.0,VTANR5L15V723
7,Parti socialiste,2.0,0.0,4.0,VTANR5L15V723
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V723
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,5.0,VTANR5L15V723
0,La République en Marche,0.0,81.0,0.0,VTANR5L15V3158
1,Les Républicains,1.0,11.0,0.0,VTANR5L15V3158
2,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V3158
3,Parti communiste français,0.0,0.0,3.0,VTANR5L15V3158
4,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V3158
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V3158
6,Régions et peuples solidaires,1.0,0.0,0.0,VTANR5L15V3158
7,"Union des démocrates, radicaux et libéraux",3.0,0.0,0.0,VTANR5L15V3158
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V3119
1,La République en Marche,0.0,63.0,0.0,VTANR5L15V3119
2,Les Républicains,0.0,0.0,8.0,VTANR5L15V3119
3,Mouvement Démocrate,0.0,7.0,0.0,VTANR5L15V3119
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V3119
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V3119
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V1082
1,La République en Marche,0.0,42.0,0.0,VTANR5L15V1082
2,Les Républicains,0.0,0.0,15.0,VTANR5L15V1082
3,Mouvement Démocrate,0.0,5.0,1.0,VTANR5L15V1082
4,Non rattaché,0.0,1.0,0.0,VTANR5L15V1082
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V1082
6,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1082
7,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1082
8,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1082
9,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1082
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V714
1,La République en Marche,8.0,46.0,1.0,VTANR5L15V714
2,Les Républicains,13.0,3.0,0.0,VTANR5L15V714
3,Mouvement Démocrate,0.0,10.0,0.0,VTANR5L15V714
4,Non rattaché,0.0,0.0,1.0,VTANR5L15V714
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V714
6,Parti communiste français,0.0,0.0,5.0,VTANR5L15V714
7,Parti socialiste,0.0,0.0,2.0,VTANR5L15V714
8,"Union des démocrates, radicaux et libéraux",0.0,3.0,2.0,VTANR5L15V714
0,La République en Marche,0.0,24.0,0.0,VTANR5L15V1695
1,Les Républicains,0.0,0.0,7.0,VTANR5L15V1695
2,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V1695
3,Non rattachée,0.0,1.0,0.0,VTANR5L15V1695
4,Parti communiste français,0.0,0.0,1.0,VTANR5L15V1695
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1695
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V2236
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2236
2,La République en Marche,4.0,62.0,0.0,VTANR5L15V2236
3,Les Républicains,0.0,0.0,20.0,VTANR5L15V2236
4,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V2236
5,Non rattachée,0.0,0.0,1.0,VTANR5L15V2236
6,Parti communiste français,0.0,0.0,3.0,VTANR5L15V2236
7,Parti socialiste,0.0,0.0,4.0,VTANR5L15V2236
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2236
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,3.0,VTANR5L15V2236
0,Calédonie Ensemble,0.0,1.0,0.0,VTANR5L15V1040
1,La France Insoumise,3.0,0.0,0.0,VTANR5L15V1040
2,La République en Marche,0.0,24.0,0.0,VTANR5L15V1040
3,Les Républicains,0.0,2.0,0.0,VTANR5L15V1040
4,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V1040
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1040
6,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1040
7,Parti radical de gauche,0.0,1.0,0.0,VTANR5L15V1040
8,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1040
9,Rassemblement national,0.0,2.0,0.0,VTANR5L15V1040
10,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1040
11,"Union des démocrates, radicaux et libéraux",0.0,4.0,0.0,VTANR5L15V1040
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2577
1,La République en Marche,0.0,57.0,0.0,VTANR5L15V2577
2,Les Républicains,7.0,4.0,0.0,VTANR5L15V2577
3,Mouvement Démocrate,0.0,14.0,0.0,VTANR5L15V2577
4,Parti communiste français,0.0,0.0,5.0,VTANR5L15V2577
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V2577
6,Tapura Huiraatira,0.0,1.0,0.0,VTANR5L15V2577
7,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V2577
0,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V667
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V667
2,La République en Marche,3.0,35.0,14.0,VTANR5L15V667
3,Les Républicains,0.0,8.0,0.0,VTANR5L15V667
4,Mouvement Démocrate,0.0,4.0,1.0,VTANR5L15V667
5,Non rattaché,0.0,0.0,1.0,VTANR5L15V667
6,Parti socialiste,2.0,0.0,0.0,VTANR5L15V667
7,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V667
8,"Union des démocrates, radicaux et libéraux",0.0,2.0,1.0,VTANR5L15V667
0,Debout la France,0.0,1.0,0.0,VTANR5L15V1104
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1104
2,La République en Marche,2.0,41.0,3.0,VTANR5L15V1104
3,Les Républicains,0.0,4.0,0.0,VTANR5L15V1104
4,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V1104
5,Non rattaché,0.0,0.0,1.0,VTANR5L15V1104
6,Non rattachée,0.0,1.0,0.0,VTANR5L15V1104
7,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1104
8,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1104
9,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1104
10,Rassemblement national,0.0,2.0,0.0,VTANR5L15V1104
11,Régions et peuples solidaires,0.0,1.0,1.0,VTANR5L15V1104
0,La République en Marche,0.0,18.0,0.0,VTANR5L15V1744
1,Les Républicains,0.0,0.0,5.0,VTANR5L15V1744
2,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V1744
3,Non rattachée,0.0,1.0,0.0,VTANR5L15V1744
4,Parti communiste français,0.0,1.0,0.0,VTANR5L15V1744
5,Parti socialiste,0.0,3.0,0.0,VTANR5L15V1744
0,La République en Marche,2.0,27.0,2.0,VTANR5L15V2789
1,Les Républicains,0.0,3.0,0.0,VTANR5L15V2789
2,Non rattaché,0.0,0.0,1.0,VTANR5L15V2789
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2789
4,Parti socialiste,0.0,0.0,1.0,VTANR5L15V2789
0,La France Insoumise,2.0,0.0,0.0,VTANR5L15V2592
1,La République en Marche,0.0,48.0,0.0,VTANR5L15V2592
2,Les Républicains,0.0,0.0,14.0,VTANR5L15V2592
3,Mouvement Démocrate,0.0,14.0,0.0,VTANR5L15V2592
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2592
5,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2592
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2592
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2592
0,La République en Marche,2.0,0.0,47.0,VTANR5L15V2731
1,Les Républicains,2.0,3.0,0.0,VTANR5L15V2731
2,Mouvement Démocrate,0.0,0.0,9.0,VTANR5L15V2731
3,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2731
4,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2731
0,Debout la France,0.0,1.0,0.0,VTANR5L15V2020
1,La République en Marche,0.0,0.0,30.0,VTANR5L15V2020
2,Les Républicains,0.0,5.0,0.0,VTANR5L15V2020
3,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V2020
4,Rassemblement national,0.0,2.0,0.0,VTANR5L15V2020
5,Régions et peuples solidaires,0.0,2.0,0.0,VTANR5L15V2020
6,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2020
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1446
1,La République en Marche,0.0,40.0,0.0,VTANR5L15V1446
2,Les Républicains,0.0,0.0,13.0,VTANR5L15V1446
3,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V1446
4,Non rattaché,0.0,1.0,0.0,VTANR5L15V1446
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1446
6,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V1446
0,La République en Marche,0.0,0.0,20.0,VTANR5L15V1974
1,Les Républicains,0.0,9.0,0.0,VTANR5L15V1974
2,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1974
3,Parti socialiste,0.0,0.0,1.0,VTANR5L15V1974
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V1910
1,La République en Marche,0.0,0.0,26.0,VTANR5L15V1910
2,Les Républicains,0.0,3.0,0.0,VTANR5L15V1910
3,Mouvement Démocrate,0.0,0.0,6.0,VTANR5L15V1910
4,Parti communiste français,0.0,3.0,0.0,VTANR5L15V1910
5,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V1910
6,Parti radical de gauche,0.0,1.0,0.0,VTANR5L15V1910
7,Parti socialiste,0.0,2.0,0.0,VTANR5L15V1910
8,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1910
9,Tapura Huiraatira,0.0,1.0,0.0,VTANR5L15V1910
10,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V1910
0,La République en Marche,0.0,24.0,0.0,VTANR5L15V2786
1,Les Républicains,0.0,0.0,9.0,VTANR5L15V2786
2,Parti socialiste,0.0,0.0,3.0,VTANR5L15V2786
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V1132
1,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V1132
2,La France Insoumise,0.0,0.0,5.0,VTANR5L15V1132
3,La République en Marche,0.0,0.0,36.0,VTANR5L15V1132
4,Les Républicains,0.0,0.0,3.0,VTANR5L15V1132
5,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V1132
6,Parti socialiste,0.0,0.0,3.0,VTANR5L15V1132
7,Rassemblement national,0.0,0.0,1.0,VTANR5L15V1132
8,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V1132
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1132
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1994
1,La République en Marche,0.0,0.0,24.0,VTANR5L15V1994
2,Les Républicains,0.0,0.0,2.0,VTANR5L15V1994
3,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V1994
4,Régions et peuples solidaires,0.0,0.0,3.0,VTANR5L15V1994
5,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1994
0,Debout la France,0.0,0.0,1.0,VTANR5L15V1495
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1495
2,La République en Marche,0.0,2.0,41.0,VTANR5L15V1495
3,Les Républicains,0.0,0.0,10.0,VTANR5L15V1495
4,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V1495
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1495
6,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V1495
7,Parti socialiste,0.0,0.0,5.0,VTANR5L15V1495
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V1495
9,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V1495
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1495
0,La France Insoumise,0.0,0.0,8.0,VTANR5L15V133
1,La République en Marche,0.0,33.0,0.0,VTANR5L15V133
2,Les Républicains,1.0,2.0,0.0,VTANR5L15V133
3,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V133
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V133
5,Rassemblement national,4.0,0.0,0.0,VTANR5L15V133
6,Régions et peuples solidaires,1.0,0.0,0.0,VTANR5L15V133
0,Debout la France,1.0,0.0,0.0,VTANR5L15V2530
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2530
2,La République en Marche,0.0,33.0,0.0,VTANR5L15V2530
3,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V2530
4,Parti communiste français,0.0,0.0,4.0,VTANR5L15V2530
5,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2530
6,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V2530
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2784
1,La République en Marche,3.0,35.0,8.0,VTANR5L15V2784
2,Les Républicains,0.0,8.0,0.0,VTANR5L15V2784
3,Mouvement Démocrate,0.0,4.0,2.0,VTANR5L15V2784
4,Parti communiste français,0.0,0.0,1.0,VTANR5L15V2784
5,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2784
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2784
7,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V2784
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V771
1,La République en Marche,0.0,39.0,0.0,VTANR5L15V771
2,Les Républicains,0.0,0.0,4.0,VTANR5L15V771
